Date,Verified (m)
2019-12-16 0:00,75.026
2019-12-17 0:00,75.016
2019-12-18 0:00,75.007
2019-12-19 0:00,75.03
2019-12-20 0:00,75.028
2019-12-21 0:00,75.025
2019-12-22 0:00,75.001
2019-12-23 0:00,75.001
2019-12-24 0:00,75.025
2019-12-25 0:00,75.017
2019-12-26 0:00,75.027
2019-12-27 0:00,75.001
2019-12-28 0:00,75.002
2019-12-29 0:00,75.034
2019-12-30 0:00,75.041
2019-12-31 0:00,75.019
2020-01-01 0:00,75.009
2020-01-02 0:00,75.026
2020-01-03 0:00,75.025
2020-01-04 0:00,75.018
2020-01-05 0:00,75.016
2020-01-06 0:00,74.989
2020-01-07 0:00,75.006
2020-01-08 0:00,74.98
2020-01-09 0:00,75.017
2020-01-10 0:00,74.988
2020-01-11 0:00,75.004
2020-01-12 0:00,75.027
2020-01-13 0:00,75.054
2020-01-14 0:00,75.062
2020-01-15 0:00,75.06
2020-01-16 0:00,75.049
2020-01-17 0:00,75.064
2020-01-18 0:00,75.085
2020-01-19 0:00,75.072
2020-01-20 0:00,75.084
