Date,Verified (m)
2019-09-10 0:00,75.258
2019-09-11 0:00,75.271
2019-09-12 0:00,75.261
2019-09-13 0:00,75.219
2019-09-14 0:00,75.214
2019-09-15 0:00,75.219
2019-09-16 0:00,75.23
2019-09-17 0:00,75.219
2019-09-18 0:00,75.208
2019-09-19 0:00,75.202
2019-09-20 0:00,75.19
2019-09-21 0:00,75.178
2019-09-22 0:00,75.168
2019-09-23 0:00,75.174
2019-09-24 0:00,75.189
2019-09-25 0:00,75.166
2019-09-26 0:00,75.165
2019-09-27 0:00,75.154
2019-09-28 0:00,75.146
2019-09-29 0:00,75.135
2019-09-30 0:00,75.103
2019-10-01 0:00,75.085
2019-10-02 0:00,75.122
2019-10-03 0:00,75.096
2019-10-04 0:00,75.091
2019-10-05 0:00,75.059
2019-10-06 0:00,75.044
2019-10-07 0:00,75.06
2019-10-08 0:00,75.081
2019-10-09 0:00,75.065
2019-10-10 0:00,75.038
2019-10-11 0:00,75.018
2019-10-12 0:00,75.011
2019-10-13 0:00,75.004
2019-10-14 0:00,75.016
2019-10-15 0:00,75.018
2019-10-16 0:00,75.004
2019-10-17 0:00,75.053
2019-10-18 0:00,75.037
2019-10-19 0:00,75.009
2019-10-20 0:00,74.995
2019-10-21 0:00,74.98
2019-10-22 0:00,74.991
2019-10-23 0:00,74.985
2019-10-24 0:00,74.991
2019-10-25 0:00,74.997
2019-10-26 0:00,74.993
2019-10-27 0:00,75.013
2019-10-28 0:00,75.025
2019-10-29 0:00,75.021
2019-10-30 0:00,75.021
2019-10-31 0:00,75.016
2019-11-01 0:00,75.068
2019-11-02 0:00,75.061
2019-11-03 0:00,75.065
2019-11-04 0:00,75.048
2019-11-05 0:00,75.064
2019-11-06 0:00,75.063
2019-11-07 0:00,75.077
2019-11-08 0:00,75.077
2019-11-09 0:00,75.048
2019-11-10 0:00,75.046
2019-11-11 0:00,75.083
2019-11-12 0:00,75.076
2019-11-13 0:00,75.06
2019-11-14 0:00,75.033
2019-11-15 0:00,75.042
2019-11-16 0:00,75.038
2019-11-17 0:00,75.016
2019-11-18 0:00,75.019
2019-11-19 0:00,75.013
2019-11-20 0:00,75.012
2019-11-21 0:00,74.998
2019-11-22 0:00,75.015
2019-11-23 0:00,75.006
2019-11-24 0:00,75.006
2019-11-25 0:00,74.995
2019-11-26 0:00,74.987
2019-11-27 0:00,74.98
2019-11-28 0:00,75.013
2019-11-29 0:00,75.004
2019-11-30 0:00,74.992
2019-12-01 0:00,74.964
2019-12-02 0:00,75
2019-12-03 0:00,74.984
2019-12-04 0:00,74.975
2019-12-05 0:00,74.99
2019-12-06 0:00,74.997
2019-12-07 0:00,74.991
2019-12-08 0:00,74.954
2019-12-09 0:00,74.954
2019-12-10 0:00,74.98
2019-12-11 0:00,74.973
2019-12-12 0:00,74.973
2019-12-13 0:00,74.966
2019-12-14 0:00,74.985
2019-12-15 0:00,75.017
2019-12-16 0:00,75.008
2019-12-17 0:00,75.011
2019-12-18 0:00,75.019
2019-12-19 0:00,75.016
2019-12-20 0:00,75.007
2019-12-21 0:00,74.998
2019-12-22 0:00,74.989
2019-12-23 0:00,74.999
2019-12-24 0:00,75.001
2019-12-25 0:00,74.989
2019-12-26 0:00,74.99
2019-12-27 0:00,74.983
2019-12-28 0:00,74.984
2019-12-29 0:00,74.981
2019-12-30 0:00,74.997
2019-12-31 0:00,75.001
2020-01-01 0:00,75.001
2020-01-02 0:00,75.007
2020-01-03 0:00,75.017
2020-01-04 0:00,75.011
2020-01-05 0:00,75.018
2020-01-06 0:00,74.999
2020-01-07 0:00,74.992
2020-01-08 0:00,75.001
2020-01-09 0:00,74.984
2020-01-10 0:00,74.953
2020-01-11 0:00,74.973
2020-01-12 0:00,75.016
2020-01-13 0:00,75.033
2020-01-14 0:00,75.037
2020-01-15 0:00,75.029
2020-01-16 0:00,75.061
2020-01-17 0:00,75.056
2020-01-18 0:00,75.031
2020-01-19 0:00,75.076
